name,code,pop
Italy,25,8.1
Japan,17,7.53
Latvia,1,7.0
Luxembourg,1,7.5
Malaysia,5,8.44
Mexico,3,9.0
Mongolia,1,8.0
Netherlands,14,8.04
New Zealand,6,8.0
Norway,10,8.15
Philippines,1,6.0
Poland,22,7.98
Portugal,3,7.0
Romania,6,9.0
Russia,6,8.17
South Korea,4,7.75
Spain,20,7.78
Sweden,12,7.55
Switzerland,3,9.33
Taiwan,6,8.33
Thailand,9,7.9
Ukraine,1,9.0
USA,514,7.73
Argentina,4,8.3
Australia,62,8.08
Austria,16,8.34
Belgium,37,8.26
Bolivia,1,10.0
Brazil,47,8.49
Bulgaria,1,10.0
Canada,184,8.02
Chile,3,9.67
China,20,8.23
Colombia,3,9.5
Croatia,3,8.83
Czech Republic,11,8.0
Denmark,16,7.94
England,8,7.88
Estonia,1,8.0
Fiji,1,8.0
Finland,38,8.22
France,34,8.2
Germany,126,8.06
Greece,23,8.17
Hungary,14,7.39
Iceland,1,8.0
India,1,10.0
Indonesia,2,6.5
Ireland,5,8.7
Israel,10,8.06
Italy,45,8.27
Japan,29,8.02
Latvia,3,7.33
Lithuania,6,8.0
Luxembourg,1,7.0
Malaysia,8,7.94
Mexico,7,8.06
Netherlands,50,8.1
New Zealand,18,7.31
Norway,17,8.75
Panama,1,8.0
Peru,1,8.0
Philippines,3,8.17
Poland,55,7.72
Portugal,15,8.37
Qatar,1,7.8
Russia,7,7.36
Republic of Serbia,1,8.5
Slovakia,2,5.0
Slovenia,3,9.43
South Africa,3,6.67
South Korea,35,8.42
Spain,91,8.32
Sweden,35,7.8
Switzerland,12,8.38
Taiwan,20,8.33
Thailand,4,7.25
Turkey,1,10.0
Ukraine,4,7.0
USA,1119,8.05
Uruguay,1,9.0
Venezuela,2,8.0
Vietnam,1,8.0
Argentina,11,7.89
Australia,38,7.36
Austria,19,7.16
Belarus,1,8.0
Belgium,31,7.74
Brazil,43,8.49
Bulgaria,1,7.0
Canada,140,7.58
Chile,8,8.36
China,7,7.14
Colombia,3,8.5
Croatia,1,7.0
Czech Republic,14,8.14
Denmark,9,7.44
England,8,7.94
Estonia,4,7.73
Finland,25,7.7
France,31,7.8
Germany,156,7.36
Greece,17,7.94
Hungary,28,8.05
Ireland,3,8.0
Israel,5,7.5
Italy,44,7.72
Japan,22,7.24
Lithuania,4,6.5
Luxembourg,4,7.75
Malaysia,3,6.9
Mexico,6,8.62
Netherlands,43,7.79
New Zealand,17,7.04
Norway,14,7.36
Philippines,1,5.0
Poland,46,7.88
Portugal,5,7.69
Qatar,1,7.0
Romania,3,8.6
Russia,5,7.6
Saudi Arabia,1,9.0
Republic of Serbia,1,8.0
Slovakia,3,9.67
Slovenia,4,7.5
South Africa,3,7.67
South Korea,26,7.5
Spain,66,7.95
Sweden,17,6.88
Switzerland,14,7.07
Taiwan,6,7.37
Thailand,7,8.21
Turkey,1,8.0
Ukraine,2,5.0
USA,793,7.53
Venezuela,1,7.0
Vietnam,1,9.0
Argentina,5,8.2
Australia,17,7.14
Austria,16,7.13
Belgium,21,7.57
Brazil,21,8.22
Canada,66,7.25
Chile,9,8.47
China,3,7.77
Colombia,1,9.0
Czech Republic,6,7.0
Denmark,4,7.5
England,4,7.88
Estonia,3,4.67
Finland,13,7.22
France,15,7.58
Germany,108,7.21
Greece,8,7.44
Hungary,4,8.0
Indonesia,1,8.0
Ireland,2,8.25
Italy,22,7.05
Japan,25,7.22
Latvia,1,7.0
Lithuania,2,7.5
Malaysia,2,5.8
Mexico,4,7.63
Netherlands,16,8.17
New Zealand,6,6.5
Norway,6,6.33
Poland,14,7.57
Portugal,5,6.4
Romania,1,10.0
Saudi Arabia,1,8.0
Republic of Serbia,1,8.0
Slovenia,1,10.0
South Africa,2,7.0
South Korea,22,7.61
Spain,35,8.11
Sweden,12,7.75
Switzerland,5,7.7
Taiwan,9,7.94
Thailand,2,7.75
Ukraine,3,6.8
USA,451,7.26
Venezuela,1,10.0
Argentina,9,7.22
Australia,46,7.23
Austria,4,6.75
Belgium,7,7.43
Brazil,31,7.62
Brunei,1,9.0
Bulgaria,1,9.0
Canada,108,7.04
Chile,6,7.58
China,2,5.5
Colombia,2,8.5
Croatia,1,9.0
Czech Republic,2,7.0
Denmark,7,7.1
England,8,6.94
Estonia,1,7.0
Finland,11,7.0
France,8,6.5
Germany,40,6.86
Greece,16,6.53
Hungary,2,7.5
Iceland,1,8.0
Ireland,4,7.75
Israel,4,7.24
Italy,9,6.76
Japan,4,4.73
Latvia,1,8.0
Luxembourg,1,8.0
Malaysia,2,7.75
Mexico,10,7.54
Netherlands,9,5.93
New Zealand,5,6.22
Norway,14,7.16
Peru,3,6.67
Philippines,2,8.0
Poland,8,6.94
Portugal,13,7.1
Qatar,2,6.0
Romania,3,8.13
Russia,7,6.32
Republic of Serbia,1,9.0
Slovakia,1,10.0
Slovenia,1,10.0
South Korea,2,7.0
Spain,29,6.59
Sweden,19,7.34
Switzerland,7,7.17
Taiwan,2,6.0
Thailand,3,7.5
Ukraine,1,8.0
USA,862,6.94
Venezuela,1,7.0
Argentina,3,8.5
Australia,24,7.69
Austria,4,8.75
Belgium,5,7.9
Brazil,25,8.71
Canada,104,7.93
Chile,4,8.65
China,5,7.02
Colombia,2,9.75
Croatia,1,7.0
Czech Republic,1,9.0
Denmark,7,7.14
England,2,7.0
Estonia,2,8.5
Finland,17,6.76
France,8,7.84
Germany,37,7.68
Greece,10,8.5
Hungary,3,6.33
Iceland,1,9.0
Indonesia,2,9.5
Ireland,4,7.38
Israel,6,6.42
Italy,18,7.79
Japan,2,4.0
Latvia,2,6.9
Lebanon,1,8.0
Lithuania,5,8.0
Malaysia,6,5.75
Mexico,4,5.63
Netherlands,7,7.8
New Zealand,3,6.67
Norway,10,6.9
Peru,3,8.0
Philippines,2,7.5
Poland,13,7.88
Portugal,5,8.0
Qatar,1,7.0
Romania,1,10.0
Russia,7,7.71
Republic of Serbia,2,7.75
Slovakia,1,10.0
Slovenia,1,9.0
South Africa,2,7.0
South Korea,5,7.5
Spain,37,8.14
Sweden,29,7.4
Switzerland,3,9.0
Taiwan,4,8.03
Thailand,1,7.5
Ukraine,4,6.63
USA,548,7.68
Venezuela,1,6.0
Vietnam,1,10.0
Argentina,12,8.89
Australia,48,8.28
Austria,7,9.43
Azerbaijan,1,10.0
Belarus,2,8.5
Belgium,14,8.8
Bolivia,1,10.0
Brazil,31,9.25
Bulgaria,1,10.0
Canada,139,8.33
Chile,11,8.95
China,31,8.8
Colombia,3,9.33
Croatia,3,9.17
Czech Republic,10,6.9
Denmark,8,8.0
England,6,8.5
Estonia,6,8.65
Finland,16,8.56
France,13,8.74
Germany,69,8.14
Greece,17,8.45
Hungary,5,5.3
Iceland,2,8.0
India,2,9.5
Iran,1,9.0
Ireland,11,9.05
Israel,7,8.46
Italy,53,8.51
Japan,10,7.75
Latvia,4,8.75
Lithuania,9,9.06
Luxembourg,1,4.0
Malaysia,8,7.04
Mexico,8,8.91
Moldova,1,9.0
Netherlands,14,8.38
New Zealand,15,7.11
Norway,11,8.4
Peru,4,9.13
Philippines,4,8.0
Poland,68,8.52
Portugal,13,8.81
Qatar,1,8.0
Romania,5,7.8
Russia,9,8.94
Republic of Serbia,2,7.5
Slovakia,1,9.5
Slovenia,1,8.5
South Africa,3,6.17
South Korea,22,8.5
Spain,148,8.78
Sweden,20,7.36
Switzerland,4,8.58
Taiwan,12,8.38
Thailand,6,6.33
Turkey,3,10.0
Ukraine,6,7.33
USA,812,8.37
Uruguay,1,10.0
Venezuela,1,2.0
Argentina,7,8.36
Australia,30,7.79
Austria,5,7.7
Belarus,2,9.0
Belgium,24,8.22
Bolivia,1,8.0
Brazil,46,8.8
Bulgaria,1,10.0
Canada,84,8.44
Chile,3,8.0
China,12,8.66
Colombia,2,9.0
Croatia,2,8.1
Czech Republic,8,8.63
Denmark,7,8.21
England,9,8.13
Estonia,2,8.7
Finland,9,7.98
France,20,8.18
Germany,80,8.33
Greece,23,8.93
Guatemala,1,9.0
Honduras,1,9.2
Hungary,9,8.28
Iceland,1,8.0
India,2,9.25
Ireland,4,8.5
Israel,9,8.33
Italy,37,8.66
Japan,19,7.99
Latvia,5,8.8
Lithuania,6,8.83
Malaysia,2,9.0
Mexico,7,8.66
Netherlands,32,7.8
New Zealand,11,8.27
Norway,7,8.6
Peru,1,9.5
Philippines,3,5.0
Poland,53,8.4
Portugal,11,8.53
Qatar,1,8.0
Romania,14,8.86
Russia,10,7.93
Republic of Serbia,1,9.5
Slovakia,2,9.53
South Africa,2,8.5
South Korea,18,7.69
Spain,79,8.25
Sweden,27,7.75
Switzerland,10,8.1
Taiwan,15,8.6
Thailand,6,9.28
Uganda,1,8.0
Ukraine,5,8.38
United Arab Emirates,1,7.0
USA,517,7.98
Venezuela,1,9.0
Vietnam,1,7.25
Argentina,15,6.63
Australia,56,5.8
Austria,8,5.33
Belarus,1,8.0
Belgium,22,6.23
Bolivia,1,6.0
Brazil,57,6.09
Bulgaria,3,8.0
Canada,128,5.81
Chile,10,6.56
China,12,6.23
Colombia,3,7.33
Croatia,5,6.4
Czech Republic,1,4.0
Denmark,8,5.75
England,6,6.25
Estonia,4,6.25
Finland,27,5.51
France,14,6.11
Germany,88,5.87
Greece,17,6.22
Guatemala,2,7.25
Honduras,1,6.8
Hungary,8,6.31
India,2,6.5
Indonesia,2,6.5
Ireland,2,6.0
Israel,2,4.0
Italy,32,5.91
Japan,17,5.56
Latvia,5,5.5
Lithuania,11,5.73
Luxembourg,1,4.0
Macedonia,2,7.0
Malaysia,3,5.5
Mexico,5,6.36
Moldova,1,7.0
Netherlands,18,5.86
New Zealand,6,4.82
Norway,12,4.46
Peru,3,6.0
Philippines,3,5.33
Poland,29,5.84
Portugal,15,6.24
Romania,4,6.05
Russia,16,5.98
Republic of Serbia,3,5.67
Slovenia,4,4.63
South Africa,2,6.0
South Korea,11,5.53
Spain,60,5.73
Sweden,28,5.05
Switzerland,7,6.93
Taiwan,8,6.31
Thailand,3,6.0
Turkey,1,6.0
Ukraine,5,6.4
USA,865,5.56
Uruguay,1,7.5
Venezuela,1,7.0
Argentina,4,8.2
Australia,28,7.64
Austria,11,7.75
Belarus,1,7.0
Belgium,24,8.16
Brazil,35,8.69
Bulgaria,5,7.7
Canada,63,7.77
Chile,4,7.0
China,16,8.01
Colombia,1,7.0
Croatia,4,7.85
Czech Republic,6,7.0
Denmark,5,8.2
England,7,8.3
Estonia,4,8.33
Finland,14,7.75
France,18,7.69
Germany,123,8.0
Greece,21,8.12
Hungary,10,8.1
Iceland,2,8.0
India,1,8.0
Indonesia,1,8.5
Ireland,4,8.63
Israel,3,9.33
Italy,33,7.83
Japan,18,7.79
Latvia,4,8.0
Lithuania,9,6.94
Luxembourg,2,7.5
Malaysia,2,8.5
Mexico,2,8.5
Netherlands,28,7.72
New Zealand,7,6.95
Norway,5,7.34
Philippines,2,6.0
Poland,23,7.85
Portugal,5,8.06
Qatar,1,8.0
Romania,5,8.09
Russia,7,7.14
Saudi Arabia,1,10.0
Republic of Serbia,2,8.5
Slovakia,1,7.0
South Africa,1,7.0
South Korea,14,7.54
Spain,80,7.81
Sweden,12,7.58
Switzerland,8,8.25
Taiwan,13,8.25
Thailand,4,7.55
Ukraine,4,8.78
USA,367,7.64
Uruguay,1,9.0
Venezuela,2,8.5
Argentina,2,6.0
Australia,22,7.02
Belgium,5,5.92
Brazil,7,6.57
Brunei,1,8.0
Canada,98,7.3
China,3,7.0
Croatia,1,3.5
Czech Republic,1,7.0
Denmark,1,8.0
England,4,6.65
Estonia,1,9.0
Finland,9,7.66
France,1,8.0
Germany,13,6.13
Greece,10,7.59
Hungary,1,6.0
Iceland,1,7.5
India,1,9.0
Indonesia,1,8.0
Ireland,3,7.92
Israel,3,7.18
Italy,3,7.17
Japan,1,5.0
Latvia,1,6.0
Luxembourg,1,8.0
Malaysia,3,7.5
Mexico,2,8.4
Netherlands,9,7.03
New Zealand,7,7.43
Norway,4,7.38
Philippines,2,5.5
Poland,5,6.96
Portugal,4,6.75
Romania,1,8.0
Russia,4,7.75
South Africa,1,7.0
South Korea,3,7.0
Spain,18,6.97
Sweden,4,8.25
Switzerland,1,5.0
Taiwan,3,6.67
Thailand,1,8.0
USA,835,7.3
Australia,27,5.56
Austria,3,6.17
Belgium,10,6.44
Brazil,18,5.98
Brunei,1,7.0
Bulgaria,2,8.0
Canada,109,5.55
Chile,1,6.0
China,2,5.0
Costa Rica,1,5.0
Croatia,1,4.0
Czech Republic,2,6.5
Denmark,4,3.88
England,2,5.0
Estonia,2,7.5
Finland,19,5.45
France,7,5.41
Germany,51,5.21
Greece,4,6.88
Guatemala,1,8.0
Hungary,1,5.0
India,1,8.0
Italy,8,6.6
Japan,6,6.83
Latvia,1,5.5
Lithuania,5,6.2
Macedonia,1,6.0
Malaysia,1,4.0
Mexico,3,7.0
Netherlands,16,5.89
New Zealand,7,6.0
Norway,11,4.32
Peru,1,6.0
Philippines,1,5.0
Poland,4,6.0
Portugal,1,6.9
Qatar,1,4.0
Romania,3,5.0
Russia,4,4.5
Republic of Serbia,1,6.0
Slovenia,1,6.0
South Africa,1,4.0
South Korea,8,6.81
Spain,10,6.67
Sweden,22,4.86
Switzerland,3,6.67
Turkey,1,7.0
USA,734,5.54
Venezuela,1,8.0
Argentina,4,6.75
Australia,22,6.42
Austria,2,6.5
Belgium,8,5.5
Brazil,10,6.99
Canada,124,6.6
Chile,4,6.25
Colombia,1,7.0
Costa Rica,1,7.0
Czech Republic,2,6.0
Denmark,6,5.67
England,7,6.86
Estonia,2,8.0
Finland,10,5.38
France,7,5.73
Germany,57,6.35
Greece,12,6.42
Iceland,1,6.0
Ireland,4,5.5
Israel,1,4.0
Italy,23,6.09
Japan,3,4.33
Latvia,1,10.0
Luxembourg,1,7.0
Malaysia,3,5.67
Mexico,5,6.16
Netherlands,12,6.43
New Zealand,2,4.5
Norway,5,4.8
Poland,5,5.3
Portugal,1,5.0
Qatar,1,5.0
Russia,3,6.17
Republic of Serbia,1,10.0
Slovenia,1,6.0
South Korea,2,5.0
Spain,98,5.96
Sweden,22,4.82
Switzerland,3,7.0
Taiwan,2,6.0
Thailand,1,8.0
USA,676,6.25
Uruguay,1,8.0
Argentina,3,7.33
Australia,34,7.1
Austria,12,7.75
Belarus,1,7.5
Belgium,17,7.33
Brazil,15,7.5
Brunei,1,9.0
Bulgaria,1,7.0
Canada,110,7.31
Chile,8,7.26
China,9,6.97
Croatia,3,8.33
Czech Republic,3,6.67
Denmark,10,7.8
England,5,7.6
Estonia,4,8.55
Finland,18,6.79
France,23,7.66
Germany,142,7.34
Greece,15,7.56
Hungary,12,6.44
Iceland,1,8.0
India,1,7.0
Indonesia,2,7.25
Ireland,4,7.13
Israel,7,8.09
Italy,29,7.4
Japan,21,6.2
Latvia,1,7.0
Lithuania,4,6.25
Luxembourg,3,7.17
Malaysia,4,7.75
Mexico,3,7.23
Moldova,1,10.0
Netherlands,21,7.59
New Zealand,11,6.97
Norway,8,7.06
Peru,1,6.0
Philippines,2,4.5
Poland,25,6.99
Portugal,8,6.84
Romania,4,7.25
Russia,8,7.22
Saudi Arabia,1,7.0
Republic of Serbia,1,5.0
Slovakia,1,7.0
Slovenia,1,10.0
South Africa,1,8.0
South Korea,13,7.04
Spain,42,7.65
Sweden,21,7.39
Switzerland,10,8.34
Taiwan,11,7.48
Thailand,4,7.75
Ukraine,2,8.1
USA,650,7.17
Venezuela,2,8.75
Vietnam,1,7.2
